ID,YN_SEEN_STARWARS,YN_FAN_STARWARS,YN_SEEN_EPISODE_1,YN_SEEN_EPISODE_2,YN_SEEN_EPISODE_3,YN_SEEN_EPISODE_4,YN_SEEN_EPISODE_5,YN_SEEN_EPISODE_6,VAL_RANK_EPISODE_1,VAL_RANK_EPISODE_2,VAL_RANK_EPISODE_3,VAL_RANK_EPISODE_4,VAL_RANK_EPISODE_5,VAL_RANK_EPISODE_6,CAT_FAVOR_HAN_SOLO,CAT_FAVOR_LUKE,CAT_FAVOR_LEIA,CAT_FAVOR_ANAKIN,CAT_FAVOR_OBI_WAN,CAT_FAVOR_EMPEROR_PALPATINE,CAT_FAVOR_DARTH_VADER,CAT_FAVOR_LANDO,CAT_FAVOR_BOBA_FETT,CAT_FAVOR_C3PO,CAT_FAVOR_R2D2,CAT_FAVOR_JARJAR,CAT_FAVOR_PADME,CAT_FAVOR_YODA,CAT_WHO_SHOT_FIRST,YN_KNOW_EXPANDED_UNIVERSE,YN_FAN_EXPANDED_UNIVERSE,YN_FAN_STAR_TREK,IND_DEMOGRAPHIC_FEMALE,CAT_DEMOGRAPHIC_AGE,CAT_DEMOGRAPHIC_INCOME,CAT_DEMOGRAPHIC_EDUCATION,CAT_DEMOGRAPHIC_LOCATION
3288723253,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3288722710,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4,5,6,1,3,2,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,NA,Neither favorably nor unfavorably (neutral),Somewhat favorably,Somewhat favorably,Very favorably,Very favorably,Unfamiliar (N/A),Unfamiliar (N/A),Very favorably,Han,No,NA,Yes,1,45-60,"$0 - $24,999",Some college or Associate degree,New England
3288719090,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,3,5,6,1,2,4,Very favorably,Very favorably,Somewhat favorably,Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Unfamiliar (N/A),Very unfavorably,Unfamiliar (N/A),Neither favorably nor unfavorably (neutral),Very favorably,Very favorably,Neither favorably nor unfavorably (neutral),Very favorably,Very favorably,I don't understand this question,No,NA,Yes,1,18-29,"$25,000 - $49,999",Bachelor degree,West South Central
3288718743,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4,5,6,1,3,2,Somewhat favorably,Somewhat favorably,Somewhat favorably,Neither favorably nor unfavorably (neutral),Somewhat favorably,Very unfavorably,Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Very favorably,Very favorably,Somewhat unfavorably,Neither favorably nor unfavorably (neutral),Very favorably,Han,No,NA,Yes,1,18-29,"$150,000+",Bachelor degree,Pacific
3288714827,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4,5,6,2,1,3,Very favorably,Somewhat favorably,Very favorably,Somewhat favorably,Very favorably,Neither favorably nor unfavorably (neutral),NA,Somewhat favorably,Somewhat favorably,Somewhat favorably,Somewhat favorably,Very unfavorably,Somewhat unfavorably,Very favorably,Greedo,Yes,No,No,1,30-44,"$0 - $24,999",Graduate degree,Pacific
3288714697,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,3,4,5,1,2,6,Somewhat favorably,Somewhat favorably,Somewhat favorably,Neither favorably nor unfavorably (neutral),Somewhat favorably,Very unfavorably,Very unfavorably,Unfamiliar (N/A),Neither favorably nor unfavorably (neutral),Somewhat favorably,Somewhat favorably,Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Somewhat favorably,I don't understand this question,No,NA,No,1,18-29,"$0 - $24,999",High school degree,West North Central
3288713721,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,5,4,6,3,2,1,Somewhat favorably,Somewhat favorably,Somewhat favorably,Somewhat favorably,Neither favorably nor unfavorably (neutral),Unfamiliar (N/A),Very unfavorably,Unfamiliar (N/A),Somewhat unfavorably,Very favorably,Very favorably,Somewhat unfavorably,Unfamiliar (N/A),Very favorably,I don't understand this question,No,NA,No,1,18-29,"$0 - $24,999",Some college or Associate degree,Pacific
3288713570,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4,6,5,1,2,3,Very favorably,Very favorably,Very favorably,Somewhat unfavorably,Very favorably,Somewhat favorably,Somewhat favorably,Somewhat favorably,Somewhat unfavorably,Somewhat favorably,Very favorably,Somewhat unfavorably,Somewhat unfavorably,Very favorably,Greedo,Yes,No,Yes,1,45-60,"$100,000 - $149,999",Bachelor degree,South Atlantic
3288712832,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,2,3,4,5,6,Very favorably,NA,Somewhat favorably,Somewhat favorably,Very favorably,Neither favorably nor unfavorably (neutral),Somewhat favorably,Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Very favorably,Very favorably,Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Very favorably,Han,No,NA,Yes,1,45-60,"$25,000 - $49,999",Some college or Associate degree,West North Central
3288704807,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,6,4,3,2,1,5,Very favorably,Very favorably,Very favorably,Somewhat favorably,Very favorably,Neither favorably nor unfavorably (neutral),Very favorably,Somewhat favorably,Somewhat favorably,Somewhat favorably,Very favorably,Very unfavorably,Neither favorably nor unfavorably (neutral),Somewhat favorably,Greedo,No,NA,Yes,0,45-60,"$100,000 - $149,999",Graduate degree,Pacific
3288702291,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,6,4,5,2,1,3,Very favorably,Somewhat favorably,Very favorably,Somewhat unfavorably,Very favorably,Neither favorably nor unfavorably (neutral),Very favorably,Neither favorably nor unfavorably (neutral),Somewhat favorably,Somewhat favorably,Very favorably,Very unfavorably,Somewhat unfavorably,Very favorably,Han,Yes,Yes,Yes,0,30-44,"$150,000+",Graduate degree,Pacific
3288700554,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,2,3,4,5,1,6,Somewhat favorably,Somewhat favorably,Somewhat favorably,Somewhat favorably,Very favorably,Unfamiliar (N/A),Neither favorably nor unfavorably (neutral),Unfamiliar (N/A),Unfamiliar (N/A),Very favorably,Very favorably,Unfamiliar (N/A),Unfamiliar (N/A),Very favorably,I don't understand this question,No,NA,No,1,45-60,"$25,000 - $49,999",Bachelor degree,Pacific
3288699973,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,1,30-44,"$0 - $24,999",Bachelor degree,East North Central
3288698545,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,1,> 60,"$0 - $24,999",High school degree,Middle Atlantic
3288698085,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,2,3,4,5,6,Very favorably,Very favorably,Very favorably,Somewhat favorably,Very favorably,Neither favorably nor unfavorably (neutral),Very favorably,Somewhat favorably,Neither favorably nor unfavorably (neutral),Very favorably,Very favorably,Somewhat unfavorably,Very favorably,Very favorably,Han,No,NA,Yes,1,> 60,"$25,000 - $49,999",Graduate degree,Pacific
3288697760,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,1,2,3,4,5,6,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Somewhat unfavorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,I don't understand this question,No,NA,No,1,18-29,"$100,000 - $149,999",Some college or Associate degree,East North Central
3288696158,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0,> 60,"$100,000 - $149,999",Graduate degree,Pacific
3288694272,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,1,18-29,"$0 - $24,999",High school degree,West North Central
3288690295,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4,5,6,1,2,3,Very favorably,Very favorably,Very favorably,Somewhat favorably,Very favorably,Neither favorably nor unfavorably (neutral),Somewhat favorably,Somewhat favorably,Somewhat favorably,Very favorably,Very favorably,Very unfavorably,Neither favorably nor unfavorably (neutral),Very favorably,Han,No,NA,Yes,0,> 60,NA,Bachelor degree,Mountain
3288689621,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,1,18-29,NA,High school degree,East North Central
3288687502,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,2,5,6,3,4,Very favorably,Somewhat favorably,Somewhat favorably,Somewhat unfavorably,Very favorably,Neither favorably nor unfavorably (neutral),Somewhat unfavorably,Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Very favorably,Very favorably,Very favorably,Neither favorably nor unfavorably (neutral),Very favorably,I don't understand this question,No,NA,Yes,1,18-29,"$50,000 - $99,999",Some college or Associate degree,Pacific
3288685641,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,3,5,6,4,1,2,Somewhat favorably,Somewhat favorably,Somewhat favorably,Very favorably,Very favorably,Neither favorably nor unfavorably (neutral),Very favorably,Neither favorably nor unfavorably (neutral),Somewhat unfavorably,Very favorably,Very favorably,Very unfavorably,Neither favorably nor unfavorably (neutral),Very favorably,I don't understand this question,No,NA,No,1,30-44,"$50,000 - $99,999",Graduate degree,West South Central
3288683262,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,1,45-60,"$50,000 - $99,999",Bachelor degree,Pacific
3288683105,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5,6,2,3,1,4,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Somewhat favorably,Very favorably,Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Somewhat unfavorably,Neither favorably nor unfavorably (neutral),Somewhat favorably,Han,Yes,No,No,0,18-29,NA,Less than high school degree,South Atlantic
3288682774,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3288682656,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,6,2,3,4,1,5,Somewhat favorably,Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Very favorably,Very favorably,Very favorably,Somewhat favorably,Somewhat favorably,Somewhat favorably,Somewhat unfavorably,Somewhat favorably,Very unfavorably,Very favorably,Very favorably,Han,No,NA,Yes,1,30-44,"$50,000 - $99,999",Bachelor degree,New England
3288678886,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,3,4,5,6,1,2,Neither favorably nor unfavorably (neutral),Very favorably,Very favorably,Very favorably,Very favorably,Unfamiliar (N/A),Somewhat favorably,Unfamiliar (N/A),Unfamiliar (N/A),Neither favorably nor unfavorably (neutral),Very favorably,Somewhat favorably,Unfamiliar (N/A),Very favorably,I don't understand this question,No,NA,No,1,18-29,"$100,000 - $149,999",Some college or Associate degree,East North Central
3288675923,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2,3,4,6,5,1,Very favorably,Somewhat unfavorably,Very favorably,Very favorably,Very favorably,Unfamiliar (N/A),Very unfavorably,Unfamiliar (N/A),Very unfavorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,I don't understand this question,No,NA,Yes,1,18-29,NA,Graduate degree,West South Central
3288672490,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,3,5,6,1,4,2,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Unfamiliar (N/A),Very favorably,Unfamiliar (N/A),Somewhat unfavorably,Very favorably,Very favorably,Very unfavorably,Very favorably,Very favorably,Han,No,NA,No,1,18-29,"$50,000 - $99,999",Bachelor degree,Pacific
3288672409,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4,5,6,3,2,1,Very favorably,Somewhat favorably,Very favorably,Somewhat favorably,Very favorably,Very unfavorably,Somewhat unfavorably,Very favorably,Somewhat favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Han,No,NA,No,1,18-29,NA,Some college or Associate degree,Pacific
3288672197,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,1,18-29,"$150,000+",Bachelor degree,Middle Atlantic
3288671359,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,2,3,4,5,6,Very favorably,Somewhat favorably,Somewhat favorably,Somewhat favorably,Very favorably,Unfamiliar (N/A),Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Very unfavorably,Very favorably,Very favorably,Somewhat favorably,Very favorably,Very favorably,Greedo,No,NA,No,1,18-29,"$25,000 - $49,999",Some college or Associate degree,Mountain
3288671328,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,6,3,2,1,5,4,Somewhat favorably,Very favorably,Somewhat unfavorably,Somewhat unfavorably,Very favorably,Neither favorably nor unfavorably (neutral),Very unfavorably,Somewhat unfavorably,Very unfavorably,Very favorably,Very favorably,Very unfavorably,Neither favorably nor unfavorably (neutral),Very favorably,Han,No,NA,Yes,1,18-29,"$0 - $24,999",Bachelor degree,New England
3288670345,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5,6,4,1,2,3,Very favorably,Very favorably,Very favorably,Somewhat favorably,Very favorably,Unfamiliar (N/A),Very unfavorably,Somewhat unfavorably,Unfamiliar (N/A),Very favorably,Very favorably,Unfamiliar (N/A),Very favorably,Very favorably,Greedo,No,NA,No,1,30-44,NA,Graduate degree,Pacific
3288668791,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2,6,5,4,3,1,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Somewhat favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,I don't understand this question,No,NA,No,1,18-29,"$150,000+",Bachelor degree,West North Central
3288668404,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,1,30-44,"$25,000 - $49,999",Some college or Associate degree,East North Central
3288668176,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5,6,3,4,1,2,Somewhat favorably,Somewhat favorably,Somewhat favorably,Somewhat favorably,Somewhat favorably,Somewhat favorably,Somewhat favorably,Neither favorably nor unfavorably (neutral),Somewhat favorably,Somewhat favorably,Somewhat favorably,Somewhat unfavorably,Somewhat favorably,Somewhat favorably,Greedo,Yes,Yes,Yes,0,30-44,"$50,000 - $99,999",Some college or Associate degree,South Atlantic
3288666429,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,1,45-60,"$25,000 - $49,999",Bachelor degree,Middle Atlantic
3288665797,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0,> 60,"$25,000 - $49,999",High school degree,Pacific
3288665355,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3288662617,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,1,30-44,NA,Some college or Associate degree,Pacific
3288660175,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,6,5,4,1,2,3,Very favorably,Somewhat favorably,Somewhat favorably,Very favorably,Very favorably,Neither favorably nor unfavorably (neutral),Somewhat favorably,Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Very favorably,Very favorably,Very unfavorably,Neither favorably nor unfavorably (neutral),Somewhat favorably,Greedo,Yes,No,No,1,45-60,"$50,000 - $99,999",Graduate degree,Pacific
3288657866,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,2,5,6,4,1,3,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Unfamiliar (N/A),Somewhat favorably,Unfamiliar (N/A),Neither favorably nor unfavorably (neutral),Very favorably,Very favorably,Unfamiliar (N/A),Unfamiliar (N/A),Very favorably,I don't understand this question,No,NA,Yes,1,> 60,"$0 - $24,999",Graduate degree,Pacific
3288657113,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4,5,6,3,2,1,Somewhat favorably,Somewhat favorably,Somewhat favorably,Somewhat favorably,Somewhat favorably,Somewhat unfavorably,Neither favorably nor unfavorably (neutral),Unfamiliar (N/A),Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Very favorably,Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),I don't understand this question,No,NA,No,1,18-29,"$25,000 - $49,999",Bachelor degree,East North Central
3288653945,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3288653548,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,2,3,5,6,4,NA,Somewhat favorably,Somewhat favorably,NA,Somewhat favorably,NA,Somewhat favorably,NA,NA,Somewhat favorably,Somewhat favorably,NA,NA,Somewhat favorably,I don't understand this question,No,NA,Yes,0,> 60,"$50,000 - $99,999",High school degree,West South Central
3288653332,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,1,45-60,"$0 - $24,999",High school degree,South Atlantic
3288653149,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,3,1,2,6,5,4,Somewhat favorably,Somewhat favorably,Very favorably,Somewhat unfavorably,Somewhat favorably,Neither favorably nor unfavorably (neutral),Somewhat favorably,Somewhat favorably,Somewhat unfavorably,Somewhat favorably,Somewhat favorably,Somewhat favorably,Somewhat favorably,Very favorably,Han,Yes,Yes,Yes,1,18-29,"$150,000+",Some college or Associate degree,East North Central
3288650455,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,6,4,5,1,2,3,Very favorably,Very favorably,Very favorably,Somewhat unfavorably,Very favorably,Very unfavorably,Very favorably,Somewhat favorably,Neither favorably nor unfavorably (neutral),Very favorably,Very favorably,Very unfavorably,Somewhat unfavorably,Very favorably,Han,No,NA,Yes,1,45-60,NA,Graduate degree,East North Central
3288649171,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0,30-44,NA,Bachelor degree,West South Central
3288647913,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2,4,5,6,3,1,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Greedo,No,NA,No,1,30-44,"$50,000 - $99,999",Some college or Associate degree,East South Central
3288647623,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,4,5,6,3,1,2,Very favorably,Very favorably,Very favorably,Neither favorably nor unfavorably (neutral),Very favorably,Neither favorably nor unfavorably (neutral),Very unfavorably,Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Han,No,NA,Yes,0,45-60,"$150,000+",Graduate degree,South Atlantic
3288644592,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2,3,4,5,1,6,Somewhat favorably,Somewhat favorably,Somewhat favorably,Somewhat favorably,Very favorably,Neither favorably nor unfavorably (neutral),Very favorably,Somewhat favorably,Somewhat favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Han,No,NA,No,1,18-29,"$0 - $24,999",Some college or Associate degree,West South Central
3288644163,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5,6,1,2,3,4,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very unfavorably,Very unfavorably,Somewhat unfavorably,Very unfavorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Greedo,Yes,No,Yes,0,30-44,"$50,000 - $99,999",Some college or Associate degree,East South Central
3288641278,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0,> 60,"$100,000 - $149,999",Graduate degree,West South Central
3288639879,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,1,> 60,"$50,000 - $99,999",Graduate degree,Pacific
3288639732,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3288639377,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2,4,3,5,6,1,Somewhat favorably,Very favorably,Very favorably,Very favorably,Very favorably,Somewhat favorably,Very favorably,NA,Somewhat favorably,Very favorably,Very favorably,Somewhat favorably,Somewhat favorably,Very favorably,I don't understand this question,Yes,Yes,No,1,30-44,"$100,000 - $149,999",Graduate degree,South Atlantic
3288638640,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3288635451,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,1,2,3,4,5,6,Very favorably,Very favorably,Very favorably,Somewhat favorably,Very favorably,Somewhat unfavorably,Very unfavorably,Somewhat unfavorably,Very favorably,Very favorably,Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Very favorably,Han,Yes,Yes,Yes,0,> 60,"$25,000 - $49,999",Some college or Associate degree,West South Central
3288633861,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,1,18-29,"$25,000 - $49,999",Some college or Associate degree,West North Central
3288629979,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,3,6,5,1,2,4,Somewhat favorably,Very favorably,Very favorably,Somewhat favorably,Very favorably,Neither favorably nor unfavorably (neutral),Very unfavorably,Somewhat unfavorably,Neither favorably nor unfavorably (neutral),Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,I don't understand this question,No,NA,No,1,45-60,"$50,000 - $99,999",Bachelor degree,Pacific
3288627180,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,1,30-44,"$25,000 - $49,999",Some college or Associate degree,West South Central
3288625580,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,3,4,5,6,1,2,Very favorably,Very favorably,Very favorably,Neither favorably nor unfavorably (neutral),Somewhat favorably,Somewhat favorably,Very unfavorably,Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Very favorably,Very favorably,Very favorably,Neither favorably nor unfavorably (neutral),Very favorably,Greedo,No,NA,Yes,1,45-60,NA,Some college or Associate degree,Pacific
3288623870,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2,5,6,1,3,4,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very unfavorably,Very unfavorably,Unfamiliar (N/A),Very unfavorably,Very favorably,Very favorably,Very unfavorably,Very favorably,Very favorably,Han,No,NA,Yes,1,45-60,NA,Graduate degree,East South Central
3288623420,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0,> 60,"$50,000 - $99,999",Some college or Associate degree,Mountain
3288623033,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5,3,4,6,1,2,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Neither favorably nor unfavorably (neutral),Very favorably,Very favorably,Neither favorably nor unfavorably (neutral),Very favorably,Very favorably,Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),I don't understand this question,No,NA,Yes,1,45-60,NA,Bachelor degree,West South Central
3288620198,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4,5,6,3,1,2,Somewhat favorably,Very favorably,Somewhat favorably,Somewhat favorably,Very favorably,Very unfavorably,Somewhat unfavorably,Neither favorably nor unfavorably (neutral),Somewhat unfavorably,Somewhat favorably,Very favorably,Somewhat favorably,Somewhat favorably,Very favorably,Greedo,No,NA,Yes,1,30-44,"$25,000 - $49,999",Some college or Associate degree,Mountain
3288618459,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,3,4,5,6,2,1,Unfamiliar (N/A),Very favorably,Somewhat favorably,Unfamiliar (N/A),Very favorably,Unfamiliar (N/A),Somewhat unfavorably,Unfamiliar (N/A),Unfamiliar (N/A),Neither favorably nor unfavorably (neutral),Somewhat favorably,Somewhat unfavorably,Unfamiliar (N/A),Very favorably,I don't understand this question,No,NA,No,1,45-60,"$100,000 - $149,999",Graduate degree,Middle Atlantic
3288617343,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3288617091,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,4,6,5,1,2,3,Somewhat favorably,Somewhat favorably,Somewhat favorably,Somewhat favorably,Very favorably,Very unfavorably,Somewhat unfavorably,Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Very unfavorably,Somewhat favorably,Very favorably,Greedo,No,NA,No,0,18-29,"$100,000 - $149,999",High school degree,Middle Atlantic
